        vg_image_id,topname,altname,responses,domain
2388783,horse,,{'horse': 30},animals_plants
2388789,jacket,shirt,"{'jacket': 18, 'shirt': 6, 'hoodie': 5, 'sweater': 4}",clothing
2388792,airplane,plane,"{'airplane': 16, 'plane': 15}",vehicles
2388794,skier,person,"{'skier': 12, 'person': 8, 'man': 3, 'woman': 2}",people
2388796,goat,sheep,"{'goat': 15, 'sheep': 7, 'animal': 3, 'lamb': 2}",animals_plants
2388802,airplane,plane,"{'airplane': 22, 'plane': 10}",vehicles
2388803,skateboarder,skater,"{'skateboarder': 9, 'skater': 6, 'boy': 4, 'kid': 4, 'child': 4, 'person': 3, 'man': 2}",people
2388806,tie,necktie,"{'tie': 32, 'necktie': 2}",clothing
2388807,horse,,{'horse': 35},animals_plants
2388817,pizza,food,"{'pizza': 32, 'food': 2}",food
2388818,motorcycle,dirt bike,"{'motorcycle': 16, 'dirt bike': 12, 'bike': 4, 'motorbike': 3}",vehicles
2388819,counter,table,"{'counter': 11, 'table': 6, 'countertop': 2}",home
2388826,vase,jug,"{'vase': 25, 'jug': 5, 'urn': 2}",home
2388837,coffee,cup,"{'coffee': 14, 'cup': 9, 'mug': 5, 'beverage': 1}",home
2388838,table,dining table,"{'table': 33, 'dining table': 2}",home
2388839,bed,,{'bed': 31},home
2388840,train,,{'train': 32},vehicles
2388842,woman,person,"{'woman': 27, 'person': 3}",people
2388844,giraffe,,{'giraffe': 36},animals_plants
2388848,train,vehicle,"{'train': 34, 'vehicle': 2}",vehicles
2388863,rug,carpet,"{'rug': 16, 'carpet': 7}",home
2388867,boat,canoe,"{'boat': 29, 'canoe': 3, 'rowboat': 2}",vehicles
2388871,sofa,couch,"{'sofa': 17, 'couch': 17}",home
2388875,desk,table,"{'desk': 28, 'table': 4}",home
2388882,cat,,{'cat': 33},animals_plants
2388884,cat,,{'cat': 27},animals_plants
2388889,bread,bun,"{'bread': 12, 'bun': 12}",food
2388894,man,potter,"{'man': 26, 'potter': 5, 'person': 1}",people
2388896,man,person,"{'man': 29, 'person': 2}",people
2388902,giraffe,,{'giraffe': 32},animals_plants
2388904,woman,player,"{'woman': 26, 'player': 2, 'female': 1}",people
2388905,boat,,{'boat': 33},vehicles
2388908,desk,table,"{'desk': 18, 'table': 5}",home
2388916,couch,sofa,"{'couch': 20, 'sofa': 10}",home
2388922,truck,car,"{'truck': 24, 'car': 3}",vehicles
2388925,donut,,{'donut': 29},food
2388926,shirt,t-shirt,"{'shirt': 27, 't-shirt': 5}",clothing
2388927,curtain,drapes,"{'curtain': 32, 'drapes': 2, 'screen': 1}",home
2388928,sandwich,food,"{'sandwich': 23, 'food': 5, 'bread': 2}",food
2388933,pizza,food,"{'pizza': 32, 'food': 4}",food
2388936,sheep,ram,"{'sheep': 19, 'ram': 6}",animals_plants
2388937,man,person,"{'man': 27, 'person': 1}",people
2388945,child,kid,"{'child': 21, 'kid': 2, 'baby': 1, 'person': 1}",people
2388952,dress,shirt,"{'dress': 24, 'shirt': 3, 'clothing': 2}",clothing
2388953,sheep,goat,"{'sheep': 18, 'goat': 8, 'ram': 6, 'animal': 3}",animals_plants
2388954,woman,,{'woman': 24},people
2388956,baseball player,man,"{'baseball player': 12, 'man': 6, 'batter': 4, 'player': 3, 'person': 2}",people
2388958,bed,couch,"{'bed': 16, 'couch': 4, 'sofa': 2}",home
2388962,catcher,man,"{'catcher': 16, 'man': 7, 'baseball player': 4, 'person': 4, 'umpire': 2, 'player': 2}",people
2388963,woman,tennis player,"{'woman': 15, 'tennis player': 8, 'player': 4, 'athlete': 3, 'girl': 2}",people
2388974,pasta,pasta salad,"{'pasta': 16, 'pasta salad': 7, 'salad': 6, 'food': 4}",food
2388975,girl,child,"{'girl': 16, 'child': 11}",people
2388978,girl,woman,"{'girl': 12, 'woman': 12, 'tennis player': 4}",people
2388980,couch,sofa,"{'couch': 21, 'sofa': 13, 'bed': 1}",home
2388981,cabinet,cupboard,"{'cabinet': 24, 'cupboard': 3, 'furniture': 2}",home
2388982,airplane,plane,"{'airplane': 21, 'plane': 13}",vehicles
2388990,airplane,plane,"{'airplane': 20, 'plane': 13, 'jet': 3}",vehicles
2388995,horse,pony,"{'horse': 34, 'pony': 2}",animals_plants
2389009,motorcycle,bike,"{'motorcycle': 28, 'bike': 5, 'motorbike': 2}",vehicles
2389012,train,,{'train': 33},vehicles
2389013,cup,coffee,"{'cup': 18, 'coffee': 14, 'coffee cup': 2}",home
2389022,bench,stool,"{'bench': 15, 'stool': 9, 'chair': 4, 'table': 3, 'seat': 1}",home
2389027,house,building,"{'house': 14, 'building': 9, 'church': 5, 'roof': 4}",buildings
2389030,desk,table,"{'desk': 19, 'table': 8}",home
2389034,van,truck,"{'van': 10, 'truck': 10, 'vehicle': 3}",vehicles
2389046,giraffe,,{'giraffe': 33},animals_plants
2389055,ship,boat,"{'ship': 22, 'boat': 10}",vehicles
2389057,bed,,{'bed': 36},home
2389063,cake,dessert,"{'cake': 22, 'dessert': 6, 'food': 4, 'pie': 3}",food
2389064,ottoman,stool,"{'ottoman': 22, 'stool': 2, 'footrest': 1, 'footstool': 1}",home
2389073,pizza,food,"{'pizza': 23, 'food': 5, 'pie': 2, 'bread': 2}",food
2389074,shirt,,{'shirt': 29},clothing
2389075,pizza,,{'pizza': 31},food
2389084,man,person,"{'man': 22, 'person': 4, 'male': 1}",people
2389092,dog,,{'dog': 31},animals_plants
2389102,jacket,coat,"{'jacket': 20, 'coat': 14, 'cap': 1}",clothing
2389103,horse,animal,"{'horse': 29, 'animal': 2}",animals_plants
2389127,dress,,{'dress': 34},clothing
2389135,airplane,plane,"{'airplane': 13, 'plane': 10, 'jet': 6, 'wing': 2, 'wheel': 2}",vehicles
2389138,zebra,,{'zebra': 29},animals_plants
2389147,horse,,{'horse': 33},animals_plants
2389149,bridge,,{'bridge': 35},buildings
2389153,horse,,{'horse': 32},animals_plants
2389157,skater,man,"{'skater': 12, 'man': 11, 'skateboarder': 7, 'person': 3}",people
2389161,bucket,container,"{'bucket': 9, 'container': 5, 'ice bucket': 2}",home
2389165,bowl,,{'bowl': 23},home
2389168,train,locomotive,"{'train': 32, 'locomotive': 2}",vehicles
2389171,desk,table,"{'desk': 29, 'table': 4, 'computer desk': 2}",home
2389180,sweater,shirt,"{'sweater': 12, 'shirt': 7, 'jacket': 5, 'coat': 4, 'sweatshirt': 3, 't-shirt': 2}",clothing
2389184,carpet,floor,"{'carpet': 12, 'floor': 11, 'rug': 1}",home
2389186,jacket,suit,"{'jacket': 12, 'suit': 12, 'dress': 1, 'coat': 1}",clothing
2389191,carpet,floor,"{'carpet': 13, 'floor': 6, 'rug': 2}",home
2389194,vase,pot,"{'vase': 29, 'pot': 3, 'jar': 1}",home
2389202,motorcycle,bike,"{'motorcycle': 25, 'bike': 8}",vehicles
2389208,desk,table,"{'desk': 23, 'table': 5}",home
2389228,catcher,person,"{'catcher': 16, 'person': 3, 'man': 3, 'umpire': 2, 'boy': 2, 'player': 2}",people
2389232,truck,car,"{'truck': 28, 'car': 5}",vehicles
2389240,bench,,{'bench': 30},home
2389247,bird,goose,"{'bird': 23, 'goose': 8, 'duck': 4}",animals_plants
2389251,airplane,plane,"{'airplane': 18, 'plane': 15}",vehicles
2389253,car,,{'car': 33},vehicles
2389254,truck,van,"{'truck': 22, 'van': 7, 'vehicle': 2}",vehicles
2389256,truck,van,"{'truck': 17, 'van': 4, 'car': 2}",vehicles
2389260,cat,kitten,"{'cat': 29, 'kitten': 2}",animals_plants
2389280,counter,table,"{'counter': 10, 'table': 8, 'countertop': 2}",home
2389281,airplane,plane,"{'airplane': 21, 'plane': 14}",vehicles
2389283,broccoli,food,"{'broccoli': 18, 'food': 7, 'salad': 4, 'vegetables': 3}",food
2389287,carpet,floor,"{'carpet': 17, 'floor': 8, 'rug': 3}",home
2389288,train,,{'train': 36},vehicles
2389310,table,,{'table': 29},home
2389312,pizza,,{'pizza': 33},food
2389317,bowl,,{'bowl': 22},home
2389332,bed,,{'bed': 34},home
2389338,bed,mat,"{'bed': 20, 'mat': 5, 'cat bed': 4, 'pet bed': 2}",home
2389341,pizza,,{'pizza': 34},food
2389344,skateboarder,skater,"{'skateboarder': 11, 'skater': 8, 'man': 8, 'person': 2, 'boy': 2}",people
2389347,giraffe,,{'giraffe': 28},animals_plants
2389352,skateboarder,skater,"{'skateboarder': 16, 'person': 4, 'skater': 4, 'man': 3, 'boy': 2}",people
2389356,vase,,{'vase': 31},home
2389358,bench,chair,"{'bench': 24, 'chair': 2, 'seat': 1}",home
2389364,man,boy,"{'man': 18, 'boy': 10, 'person': 3}",people
2389365,skateboarder,man,"{'skateboarder': 13, 'man': 7, 'skater': 5, 'person': 3, 'kid': 2}",people
2389367,horse,,{'horse': 33},animals_plants
2389390,girl,child,"{'girl': 16, 'child': 13, 'kid': 2}",people
2389394,dugout,,{'dugout': 29},buildings
2389400,zebra,,{'zebra': 35},animals_plants
2389405,woman,girl,"{'woman': 16, 'girl': 4, 'player': 3}",people
2389412,cow,,{'cow': 27},animals_plants
2389414,giraffe,,{'giraffe': 26},animals_plants
2389417,jacket,suit,"{'jacket': 17, 'suit': 11, 'shirts': 2}",clothing
2389429,jacket,coat,"{'jacket': 21, 'coat': 6, 'shirt': 4, 'sweater': 3}",clothing
2389437,counter,sink,"{'counter': 17, 'sink': 11, 'countertop': 3}",home
2389441,jacket,shirt,"{'jacket': 17, 'shirt': 3, 'coat': 2, 'suit': 2}",clothing
2389452,bird,,{'bird': 35},animals_plants
2389455,counter,table,"{'counter': 16, 'table': 6, 'cabinet': 3, 'bar': 3, 'island': 2, 'furniture': 1}",home
2389457,horse,,{'horse': 32},animals_plants
2389461,carpet,floor,"{'carpet': 18, 'floor': 7, 'rug': 1}",home
2389464,woman,person,"{'woman': 26, 'person': 4, 'female': 1}",people
2389474,mirror,car mirror,"{'mirror': 23, 'car mirror': 2}",vehicles
2389476,shirt,t-shirt,"{'shirt': 20, 't-shirt': 14}",clothing
2389479,car,vehicle,"{'car': 32, 'vehicle': 2, 'automobile': 1}",vehicles
2389487,zebra,,{'zebra': 34},animals_plants
2389488,zebra,,{'zebra': 34},animals_plants
2389489,desk,table,"{'desk': 25, 'table': 2}",home
2389494,chair,couch,"{'chair': 26, 'couch': 3, 'armchair': 3}",home
2389496,vase,pot,"{'vase': 24, 'pot': 3, 'flower pot': 3, 'container': 2}",home
2389499,man,person,"{'man': 31, 'person': 1}",people
2389500,boy,pitcher,"{'boy': 14, 'pitcher': 4, 'player': 4, 'baseball player': 3, 'child': 2}",people
2389524,jacket,coat,"{'jacket': 19, 'coat': 13}",clothing
2389525,building,house,"{'building': 16, 'house': 15, 'apartments': 2}",buildings
2389530,pizza,food,"{'pizza': 26, 'food': 7, 'pie': 2}",food
2389531,bench,seat,"{'bench': 21, 'seat': 3}",home
2389549,woman,person,"{'woman': 23, 'person': 3, 'girl': 2}",people
2389553,woman,girl,"{'woman': 25, 'girl': 5}",people
2389555,airplane,plane,"{'airplane': 20, 'plane': 14}",vehicles
2389563,horse,statue,"{'horse': 31, 'statue': 2}",animals_plants
2389579,horse,,{'horse': 29},animals_plants
2389581,bridge,overpass,"{'bridge': 22, 'overpass': 3, 'railway': 2, 'structure': 1}",buildings
2389583,train,,{'train': 34},vehicles
2389591,bench,chair,"{'bench': 31, 'chair': 4}",home
2389598,bench,chair,"{'bench': 32, 'chair': 3}",home
2389607,cat,feline,"{'cat': 35, 'feline': 1}",animals_plants
2389617,cake,food,"{'cake': 26, 'food': 3}",food
2389627,giraffe,,{'giraffe': 34},animals_plants
2389629,man,biker,"{'man': 26, 'biker': 3, 'person': 3}",people
2389634,cat,,{'cat': 34},animals_plants
2389636,dog,animal,"{'dog': 31, 'animal': 2}",animals_plants
2389639,desk,table,"{'desk': 29, 'table': 3}",home
2389641,car,,{'car': 33},vehicles
2389644,skateboarder,man,"{'man': 10, 'skateboarder': 10, 'skater': 7, 'person': 2}",people
2389651,carpet,floor,"{'carpet': 14, 'floor': 10, 'rug': 2}",home
2389661,sink,,{'sink': 27},home
2389671,bottle,beer,"{'bottle': 28, 'beer': 5}",home
2389676,cabinet,counter,"{'cabinet': 17, 'counter': 9}",home
2389678,table,,{'table': 30},home
2389682,child,boy,"{'child': 21, 'boy': 6, 'kid': 1, 'person': 1}",people
2389692,motorcycle,bike,"{'motorcycle': 31, 'bike': 5}",vehicles
2389696,donut,,{'donut': 30},food
2389698,train,train car,"{'train': 23, 'train car': 3, 'railcar': 2, 'boxcars': 2}",vehicles
2389703,rug,carpet,"{'rug': 27, 'carpet': 6}",home
2389704,rug,carpet,"{'rug': 25, 'carpet': 6, 'area rug': 2}",home
2389718,man,skateboarder,"{'man': 12, 'skateboarder': 9, 'skater': 6, 'boy': 3, 'person': 1}",people
2389719,scooter,moped,"{'scooter': 19, 'moped': 6, 'bike': 4, 'motorcycle': 4}",vehicles
2389722,train,,{'train': 34},vehicles
2389740,desk,table,"{'desk': 23, 'table': 5, 'counter': 2}",home
2389743,truck,,{'truck': 31},vehicles
2389747,couch,sofa,"{'couch': 21, 'sofa': 9, 'loveseat': 3}",home
2389754,vase,statue,"{'vase': 16, 'statue': 5, 'sculpture': 3, 'decoration': 3, 'pottery': 2}",home
2389755,cat,,{'cat': 36},animals_plants
2389760,woman,girl,"{'woman': 12, 'girl': 4, 'tennis player': 2, 'player': 2, 'athlete': 2, 'person': 2}",people
2389765,building,hut,"{'building': 14, 'house': 2, 'hut': 2}",buildings
2389769,couch,cushion,"{'couch': 13, 'cushion': 8, 'pillow': 5, 'sofa': 2, 'bed': 2}",home
2389770,cow,,{'cow': 32},animals_plants
2389771,man,person,"{'man': 22, 'person': 3}",people
2389772,sheep,,{'sheep': 32},animals_plants
2389776,table,,{'table': 27},home
2389789,burger,sandwich,"{'burger': 14, 'sandwich': 9, 'hamburger': 6, 'bun': 2}",food
2389796,hat,cap,"{'hat': 29, 'cap': 3}",clothing
2389801,desk,table,"{'desk': 25, 'table': 3}",home
2389809,man,person,"{'man': 24, 'person': 5}",people
2389811,giraffe,,{'giraffe': 35},animals_plants
2389824,cow,,{'cow': 31},animals_plants
2389825,wave,water,"{'wave': 27, 'water': 4}",clothing
2389831,bookshelf,shelf,"{'bookshelf': 9, 'bookcase': 6, 'shelf': 7}",home
2389834,child,girl,"{'child': 13, 'girl': 12, 'kid': 4, 'boy': 2, 'person': 2}",people
2389839,house,building,"{'house': 15, 'building': 8, 'domicile': 1}",buildings
2389841,bed,,{'bed': 33},home
2389842,airplane,plane,"{'airplane': 24, 'plane': 10}",vehicles
2389844,bench,,{'bench': 32},home
2389846,truck,vehicle,"{'truck': 28, 'car': 3, 'vehicle': 3}",vehicles
2389865,truck,bus,"{'truck': 24, 'bus': 4, 'vehicle': 3, 'van': 2}",vehicles
2389867,bench,,{'bench': 27},home
2389869,dress,wedding dress,"{'dress': 29, 'wedding dress': 3, 'clothes': 1}",clothing
2389878,airplane,plane,"{'airplane': 18, 'plane': 15}",vehicles
2389882,train,bus,"{'train': 24, 'bus': 4, 'trolley': 3, 'vehicle': 2}",vehicles
2389885,table,,{'table': 29},home
2389888,cake,,{'cake': 32},food
2389907,zebra,,{'zebra': 35},animals_plants
2389910,car,vehicle,"{'car': 32, 'vehicle': 3, 'automobile': 1}",vehicles
2389916,man,person,"{'man': 22, 'person': 3, 'player': 3}",people
2389926,skateboarder,skater,"{'skateboarder': 8, 'skater': 8, 'skateboard': 4, 'person': 4, 'man': 4, 'human': 2}",people
2389931,curtain,shower curtain,"{'curtain': 21, 'shower curtain': 8, 'screen': 3}",home
2389937,man,person,"{'man': 18, 'person': 4, 'male': 1}",people
2389947,donut,bagel,"{'donut': 25, 'bagel': 5, 'food': 3}",food
2389948,baseball player,player,"{'baseball player': 8, 'player': 7, 'person': 6, 'batter': 5, 'man': 4}",people
2389951,motorcycle,bike,"{'motorcycle': 31, 'bike': 3, 'motorbike': 2}",vehicles
2389954,desk,table,"{'desk': 21, 'table': 5}",home
2389955,desk,table,"{'desk': 28, 'table': 2}",home
2389960,skier,girl,"{'skier': 16, 'kid': 2, 'girl': 2, 'snowboarder': 2, 'child': 2, 'women': 2, 'person': 2}",people
2389961,table,,{'table': 25},home
2389970,child,toddler,"{'child': 19, 'boy': 4, 'toddler': 4, 'kid': 3, 'girl': 3, 'baby': 2}",people
2389974,motorcycle,scooter,"{'motorcycle': 15, 'scooter': 7, 'bike': 4, 'moped': 4, 'motorbike': 2}",vehicles
2389975,cow,cattle,"{'cow': 30, 'cattle': 1}",animals_plants
2389988,bread,food,"{'bread': 16, 'food': 8, 'pastry': 5, 'bun': 2, 'snacks': 2}",food
2389989,woman,person,"{'woman': 26, 'person': 3}",people
2389995,man,person,"{'man': 22, 'person': 4, 'human': 2}",people
2389998,pizza,,{'pizza': 35},food
2390004,car,,{'car': 23},vehicles
2390018,truck,food truck,"{'truck': 20, 'food truck': 5, 'vehicle': 3, 'van': 2}",vehicles
2390024,giraffe,,{'giraffe': 28},animals_plants
2390028,dog,,{'dog': 34},animals_plants
2390032,woman,person,"{'woman': 25, 'person': 2, 'lady': 2}",people
2390037,squirrel,squire,"{'squirrel': 28, 'squire': 3}",animals_plants
2390039,dog,,{'dog': 32},animals_plants
2390040,boy,person,"{'boy': 16, 'person': 5, 'man': 3, 'child': 3, 'kid': 2}",people
2390045,donut,food,"{'donut': 25, 'food': 2, 'cake': 2}",food
2390049,chair,,{'chair': 22},home
2390051,chair,,{'chair': 31},home
2390056,chair,statue,"{'chair': 33, 'statue': 2}",home
2390062,sandwich,bread,"{'sandwich': 11, 'bread': 7, 'toast': 7, 'food': 6}",food
2390065,cow,bull,"{'cow': 15, 'bull': 8, 'animal': 5, 'steer': 2, 'yak': 2, 'cattle': 1}",animals_plants
2390074,desk,table,"{'desk': 18, 'table': 11}",home
2390075,giraffe,,{'giraffe': 28},animals_plants
2390077,cake,food,"{'cake': 19, 'food': 7, 'bread': 3, 'dessert': 2}",food
2390078,van,car,"{'van': 25, 'car': 5, 'truck': 1}",vehicles
2390085,chair,office chair,"{'chair': 28, 'office chair': 3}",home
2390099,table,,{'table': 29},home
2390100,bed,,{'bed': 29},home
2390105,cow,,{'cow': 31},animals_plants
2390107,dog,,{'dog': 31},animals_plants
2390108,pizza,,{'pizza': 31},food
2390111,boat,ship,"{'boat': 25, 'ship': 7}",vehicles
2390118,shirt,suit,"{'shirt': 18, 'dress shirt': 3, 'suit': 3, 'clothing': 2, 'apparel': 1}",clothing
2390119,pizza,pizza slice,"{'pizza': 24, 'pizza slice': 5, 'slice': 3, 'food': 3}",food
2390127,bird,,{'bird': 29},animals_plants
2390130,plane,airplane,"{'plane': 17, 'airplane': 16, 'jet': 3}",vehicles
2390145,jacket,coat,"{'jacket': 19, 'coat': 14, 'shirt': 2, 'dress': 1}",clothing
2390147,house,building,"{'house': 26, 'building': 9}",buildings
2390152,bowl,pan,"{'bowl': 13, 'pan': 8, 'wok': 3, 'frying pan': 2}",home
2390153,bridge,,{'bridge': 36},buildings
2390157,arm,hand,"{'arm': 12, 'hand': 7}",people
2390162,train,,{'train': 35},vehicles
2390170,waffle,food,"{'waffle': 27, 'food': 3, 'cake': 1}",food
2390171,airplane,plane,"{'airplane': 18, 'plane': 15}",vehicles
2390173,tracks,train tracks,"{'tracks': 13, 'train tracks': 8, 'track': 6}",buildings
2390177,dog,canine,"{'dog': 35, 'canine': 1}",animals_plants
2390188,carpet,floor,"{'carpet': 22, 'floor': 7, 'rug': 2, 'carpeting': 1}",home
2390192,shirt,t-shirt,"{'shirt': 20, 't-shirt': 5}",clothing
2390207,horse,,{'horse': 34},animals_plants
2390209,donut,,{'donut': 34},food
2390214,chair,,{'chair': 32},home
2390215,house,building,"{'house': 27, 'building': 3}",buildings
2390220,chair,bench,"{'chair': 18, 'bench': 9, 'furniture': 2, 'desk': 2, 'seat': 1}",home
2390224,skateboarder,skater,"{'skateboarder': 10, 'skater': 7, 'man': 6, 'person': 4, 'kid': 2, 'child': 2, 'boy': 2}",people
2390233,woman,person,"{'woman': 20, 'person': 6, 'girl': 2}",people
2390236,bench,,{'bench': 31},home
2390239,dugout,pit,"{'dugout': 23, 'pit': 2, 'gallery': 2}",buildings
2390242,shirt,,{'shirt': 31},clothing
2390245,hat,cap,"{'hat': 22, 'cap': 3, 'beanie': 2}",clothing
2390254,girl,child,"{'girl': 18, 'child': 12}",people
2390257,elephant,,{'elephant': 34},animals_plants
2390260,airplane,plane,"{'airplane': 17, 'plane': 9, 'jet': 6}",vehicles
2390261,man,barber,"{'man': 20, 'barber': 12, 'person': 1}",people
2390264,zebra,,{'zebra': 36},animals_plants
2390271,woman,girl,"{'woman': 18, 'girl': 8, 'person': 4, 'player': 2}",people
2390273,motorcycle,bike,"{'motorcycle': 31, 'bike': 3}",vehicles
2390278,counter,countertop,"{'counter': 20, 'countertop': 4, 'table': 3}",home
2390282,man,person,"{'man': 30, 'person': 2}",people
2390292,giraffe,,{'giraffe': 35},animals_plants
2390293,horse,equine,"{'horse': 35, 'equine': 1}",animals_plants
2390298,food,beef,"{'food': 14, 'beef': 11, 'meat': 6, 'steak': 3}",food
2390301,dog,,{'dog': 34},animals_plants
2390302,shirt,t-shirt,"{'shirt': 24, 't-shirt': 9, 'dress': 1}",clothing
2390303,bridge,,{'bridge': 29},buildings
2390311,dress,shirt,"{'dress': 21, 'shirt': 7, 'clothing': 2}",clothing
2390314,shirt,dress,"{'shirt': 26, 'dress': 2}",clothing
2390315,train,,{'train': 35},vehicles
2390323,giraffe,,{'giraffe': 36},animals_plants
2390326,carpet,floor,"{'carpet': 16, 'floor': 13, 'carpeting': 1, 'rug': 1}",home
2390327,bed,bedsheets,"{'bed': 34, 'bedsheets': 2}",home
2390328,giraffe,,{'giraffe': 30},animals_plants
2390330,cat,,{'cat': 32},animals_plants
2390332,table,desk,"{'table': 19, 'desk': 7}",home
2390335,woman,female,"{'woman': 28, 'female': 1}",people
2390338,hotdog,,{'hotdog': 20},food
2390339,dog,,{'dog': 33},animals_plants
2390340,woman,person,"{'woman': 19, 'person': 4, 'female': 1}",people
2390342,cat,animal,"{'cat': 25, 'animal': 2, 'woman': 1}",animals_plants
2390343,man,boy,"{'man': 17, 'boy': 7, 'person': 3}",people
2390345,shirt,t-shirt,"{'shirt': 24, 't-shirt': 11}",clothing
2390347,blender,mixer,"{'blender': 32, 'mixer': 1}",home
2390348,bookshelf,shelf,"{'bookshelf': 10, 'bookcase': 7, 'shelf': 9, 'shelves': 4, 'book': 2}",home
2390349,hotdog,food,"{'hotdog': 27, 'food': 4, 'bun': 2, 'sandwich': 1}",food
2390350,sandwich,donut,"{'sandwich': 22, 'donut': 5, 'food': 4}",food
2390352,man,person,"{'man': 24, 'person': 2}",people
2390358,tie,necktie,"{'tie': 31, 'necktie': 4}",clothing
2390362,bed,,{'bed': 27},home
2390364,chair,,{'chair': 31},home
2390366,bed,,{'bed': 32},home
2390368,girl,child,"{'girl': 18, 'child': 5, 'person': 2}",people
2390371,jacket,coat,"{'jacket': 26, 'coat': 5}",clothing
2390383,child,kid,"{'child': 14, 'kid': 6, 'boy': 5, 'skateboarder': 3, 'person': 3}",people
2390393,jacket,coat,"{'jacket': 24, 'coat': 11}",clothing
2390394,salad,food,"{'salad': 31, 'food': 4}",food
2390397,bed,,{'bed': 32},home
2390400,airplane,plane,"{'airplane': 24, 'plane': 6, 'jet': 3}",vehicles
2390402,pizza,,{'pizza': 35},food
2390413,giraffe,animal,"{'giraffe': 33, 'animal': 2}",animals_plants
2390417,woman,girl,"{'woman': 18, 'girl': 6, 'player': 3, 'athlete': 2}",people
2390418,bed,,{'bed': 35},home
2390421,cow,,{'cow': 34},animals_plants
2390429,jacket,coat,"{'jacket': 15, 'coat': 13, 'shirt': 4}",clothing
2390432,bridge,,{'bridge': 28},buildings
2390437,airplane,plane,"{'airplane': 19, 'plane': 15}",vehicles
2390438,cake,,{'cake': 34},food
2390440,girl,child,"{'girl': 21, 'child': 4, 'tennis player': 4, 'player': 3}",people
2390441,shirt,t-shirt,"{'shirt': 25, 't-shirt': 10}",clothing
2390454,horse,,{'horse': 34},animals_plants
2390456,airplane,plane,"{'airplane': 24, 'plane': 10}",vehicles
2390460,rice,food,"{'rice': 31, 'food': 3}",food
2390461,bridge,,{'bridge': 31},buildings
2390467,boat,,{'boat': 26},vehicles
2390468,man,skateboarder,"{'man': 18, 'skateboarder': 6, 'skater': 4, 'person': 2}",people
2390472,boat,,{'boat': 34},vehicles
2390475,woman,girl,"{'woman': 20, 'girl': 7, 'person': 4}",people
2390482,woman,female,"{'woman': 28, 'female': 1}",people
2390486,giraffe,,{'giraffe': 36},animals_plants
2390492,shirt,t-shirt,"{'shirt': 23, 't-shirt': 9}",clothing
2390494,horse,,{'horse': 33},animals_plants
2390496,bowl,cup,"{'bowl': 28, 'cup': 2}",home
2390497,desk,table,"{'desk': 23, 'table': 3, 'desktop': 2}",home
2390517,man,person,"{'man': 6, 'person': 6, 'athlete': 5, 'baseball player': 5, 'batter': 5, 'player': 3}",people
2390519,bottle,jar,"{'bottle': 21, 'jar': 7, 'glass': 5}",home
2390527,sandwich,food,"{'sandwich': 27, 'food': 2}",food
2390528,dress,clothing,"{'dress': 19, 'clothing': 1}",clothing
2390532,giraffe,,{'giraffe': 31},animals_plants
2390541,mouse,,{'mouse': 35},animals_plants
2390552,dog,,{'dog': 34},animals_plants
2390554,girl,child,"{'girl': 15, 'child': 13, 'toddler': 2, 'baby': 2, 'kid': 2}",people
2390555,pizza,pizza slice,"{'pizza': 27, 'pizza slice': 5, 'slice of pizza': 2}",food
2390557,airplane,plane,"{'airplane': 8, 'plane': 6}",vehicles
2390560,table,blanket,"{'table': 20, 'blanket': 4}",home
2390562,airplane,plane,"{'airplane': 19, 'plane': 13}",vehicles
2390563,airplane,plane,"{'airplane': 21, 'plane': 11, 'jet': 3}",vehicles
2390567,cup,,{'cup': 25},home
2390569,airplane,plane,"{'airplane': 25, 'plane': 10}",vehicles
2390572,bridge,road,"{'bridge': 16, 'road': 3}",buildings
2390574,horse,,{'horse': 29},animals_plants
2390575,vase,jag,"{'vase': 33, 'jag': 2}",home
2390580,bench,,{'bench': 34},home
2390581,girl,soccer player,"{'girl': 10, 'soccer player': 7, 'goalie': 6, 'woman': 5, 'player': 3}",people
2390586,skateboarder,man,"{'skateboarder': 11, 'man': 10, 'skater': 6, 'person': 2}",people
2390588,dog,,{'dog': 36},animals_plants
2390596,bench,chair,"{'bench': 30, 'chair': 3}",home
2390597,woman,human,"{'woman': 6, 'human': 2}",people
2390601,cake,,{'cake': 34},food
2390605,yogurt,container,"{'yogurt': 16, 'container': 13, 'food': 4}",food
2390616,bed,,{'bed': 33},home
2390628,building,house,"{'building': 19, 'house': 5, 'station': 4, 'train station': 3}",buildings
2390649,cow,bull,"{'cow': 31, 'bull': 2, 'cattle': 1}",animals_plants
2390652,man,person,"{'man': 12, 'person': 8, 'girl': 4, 'boy': 3, 'woman': 2, 'human': 1, 'male': 1}",people
2390666,woman,tennis player,"{'woman': 21, 'tennis player': 6, 'player': 3, 'athlete': 3}",people
2390672,car,,{'car': 34},vehicles
2390674,cup,drink,"{'cup': 23, 'drink': 8}",home
2390675,man,person,"{'man': 13, 'person': 2}",people
2390677,man,cook,"{'man': 26, 'cook': 4, 'chef': 2, 'person': 1}",people
2390688,table,desk,"{'table': 23, 'desk': 2}",home
2390690,sheep,animal,"{'sheep': 28, 'animal': 3}",animals_plants
2390695,garage,house,"{'garage': 14, 'house': 6, 'building': 4}",buildings
2390700,person,woman,"{'person': 10, 'woman': 3}",people
2390701,bread,food,"{'bread': 29, 'food': 3, 'bun': 2}",food
2390705,house,building,"{'house': 24, 'building': 8}",buildings
